0 	 0 
4 	 4.211e-16 
8 	 4.79344e-15 
12 	 -2.58721e-14 
16 	 5.97996e-14 
20 	 -3.37348e-14 
24 	 -2.33084e-13 
28 	 9.49706e-13 
32 	 -1.74577e-12 
36 	 8.09451e-13 
40 	 5.67997e-12 
44 	 -2.00671e-11 
48 	 3.33956e-11 
52 	 -1.18677e-11 
56 	 -1.03362e-10 
60 	 3.28657e-10 
64 	 -5.05546e-10 
68 	 9.56995e-11 
72 	 1.56384e-09 
76 	 -4.57865e-09 
80 	 6.23645e-09 
84 	 -3.15069e-10 
88 	 -2.09844e-08 
92 	 5.43466e-08 
96 	 -6.69129e-08 
100 	 -9.90629e-09 
104 	 2.48183e-07 
108 	 -5.76634e-07 
112 	 6.41944e-07 
116 	 3.01812e-07 
120 	 -2.62571e-06 
124 	 5.55916e-06 
128 	 -5.09452e-06 
132 	 -4.2883e-06 
136 	 2.53406e-05 
140 	 -4.65739e-05 
144 	 3.42781e-05 
148 	 5.13021e-05 
152 	 -0.000217904 
156 	 0.000341313 
160 	 -0.00018514 
164 	 -0.000544739 
168 	 0.00158843 
172 	 -0.00217513 
176 	 0.000506305 
180 	 0.00433092 
184 	 -0.0105081 
188 	 0.0116298 
192 	 0.00196278 
196 	 -0.0304942 
200 	 0.0609396 
204 	 -0.0486598 
208 	 -0.0363645 
212 	 0.198739 
216 	 -0.277656 
220 	 0.155138 
224 	 0.328494 
228 	 -0.991067 
232 	 1.15558 
236 	 -0.198587 
240 	 -2.31292 
244 	 4.10103 
248 	 -3.58112 
252 	 -2.29514 
256 	 9.74176 
260 	 -15.1493 
264 	 1.99164 
268 	 16.0046 
272 	 -29.5656 
276 	 35.9912 
280 	 6.36793 
284 	 -51.8951 
288 	 120.823 
292 	 -57.0342 
296 	 -51.561 
300 	 265.78 
304 	 -267.142 
308 	 154.625 
312 	 743.662 
316 	 -759.751 
320 	 -669.264 
324 	 93.5284 
328 	 -835.792 
332 	 -340.385 
336 	 -1193.91 
340 	 -906.952 
