DEPTH,BS,CALI,DENS,DRHO,DTC,GR,NEUT,RESD,RESM,SP
M,IN,IN,G/C3,G/C3,US/F,GAPI,V/V,OHMM,OHMM,MV
560.3748,17.5,16.8561,nan,nan,103.6472,nan,nan,87.3795,44.8188,28.7564
560.5272,17.5,16.8529,nan,nan,103.1553,nan,nan,84.5078,44.255,28.4908
560.6796,17.5,16.8518,nan,nan,103.9624,nan,nan,81.8085,43.783,28.1913
560.832,17.5,16.8507,nan,nan,104.7694,nan,nan,79.1092,43.3109,27.8919
560.9844,17.5,16.8497,nan,nan,105.5765,nan,nan,76.4098,42.8389,27.5924
561.1368,17.5,16.8487,nan,nan,108.2752,nan,nan,75.6144,42.4373,27.4546
561.2892,17.5,16.8478,nan,nan,111.1896,nan,nan,75.0361,42.0437,27.3351
561.4416,17.5,16.8469,nan,nan,114.104,nan,nan,74.4578,41.6501,27.2157
561.594,17.5,16.8459,nan,nan,116.9435,nan,nan,75.5197,41.5062,27.0955
561.7464,17.5,16.845,nan,nan,119.7364,nan,nan,77.6004,41.5175,26.9747
561.8988,17.5,16.8441,nan,nan,122.5293,nan,nan,79.6812,41.5288,26.854
562.0512,17.5,16.8432,nan,nan,123.7791,nan,nan,81.7659,41.5708,26.7853
562.2036,17.5,16.8422,nan,nan,121.979,nan,nan,83.8584,41.6737,26.8193
562.356,17.5,16.8413,nan,nan,120.1788,nan,nan,85.9508,41.7766,26.8533
562.5084,17.5,16.8404,nan,nan,118.4898,nan,nan,87.9859,41.8779,26.8836
562.6608,17.5,16.8395,nan,nan,118.7052,nan,nan,89.0391,41.9511,26.8484
562.8132,17.5,16.8385,nan,nan,118.9206,nan,nan,90.0923,42.0243,26.8133
562.9656,17.5,16.8376,nan,nan,119.1359,nan,nan,91.1455,42.0976,26.7782
563.118,17.5,16.8367,nan,nan,118.1525,nan,nan,89.9995,41.9947,26.8847
563.2704,17.5,16.8358,nan,nan,116.8197,nan,nan,88.2123,41.8405,27.0324
563.4228,17.5,16.8349,nan,nan,115.4868,nan,nan,86.4252,41.6864,27.1802
563.5752,17.5,16.8319,nan,nan,113.1861,nan,nan,84.7826,41.5602,27.2723
563.7276,17.5,16.8268,nan,nan,109.8918,nan,nan,83.2884,41.4627,27.3074
563.88,17.5,16.8218,nan,nan,106.5975,nan,nan,81.7942,41.3652,27.3424
564.0324,17.5,16.8166,nan,nan,104.6778,nan,nan,80.4394,41.2853,27.3279
564.1848,17.5,16.8108,nan,nan,107.8489,nan,nan,79.6011,41.2705,27.13
564.3372,17.5,16.805,nan,nan,111.0201,nan,nan,78.7629,41.2558,26.9321
564.4896,17.5,16.7992,nan,nan,114.1913,nan,nan,77.9246,41.241,26.7341
564.642,17.5,16.7934,nan,nan,114.5003,nan,nan,77.104,41.2706,26.8482
564.7944,17.5,16.7876,nan,nan,114.5997,nan,nan,76.2848,41.3035,26.9852
564.9468,17.5,16.7818,nan,nan,114.699,nan,nan,75.4655,41.3364,27.1221
565.0992,17.5,16.776,nan,nan,114.7969,nan,nan,75.3148,41.4289,27.1764
565.2516,17.5,16.7702,nan,nan,114.8938,nan,nan,75.5227,41.5534,27.1863
565.404,17.5,16.7644,nan,nan,114.9908,nan,nan,75.7306,41.6779,27.1963
565.5564,17.5,16.7586,nan,nan,115.7802,nan,nan,78.0122,42.1294,27.3049
565.7088,17.5,16.7528,nan,nan,117.7483,nan,nan,83.8238,43.1374,27.5814
565.8612,17.5,16.747,nan,nan,119.7163,nan,nan,89.6354,44.1455,27.8579
566.0136,17.5,16.7381,nan,nan,121.2394,nan,nan,95.8505,45.1539,28.1364
566.166,17.5,16.698,nan,nan,118.221,nan,nan,106.1842,46.1666,28.4342
566.3184,17.5,16.6579,nan,nan,115.2027,nan,nan,116.5178,47.1793,28.7321
566.4708,17.5,16.6178,nan,nan,112.1843,nan,nan,126.8514,48.192,29.03
566.6232,17.5,16.6082,nan,nan,110.5697,nan,nan,136.8865,49.1915,29.3903
566.7756,17.5,16.6059,nan,nan,109.2879,nan,nan,146.8508,50.1879,29.7655
566.928,17.5,16.6036,nan,nan,108.0061,nan,nan,156.8151,51.1844,30.1406
567.0804,17.5,16.6012,nan,nan,107.0699,nan,nan,162.5809,52.0683,30.5411
567.2328,17.5,16.5989,nan,nan,106.4433,nan,nan,164.5868,52.8516,30.9643
567.3852,17.5,16.5966,nan,nan,105.8166,nan,nan,166.5928,53.6349,31.3875
567.5376,17.5,16.5942,nan,nan,105.581,nan,nan,168.129,54.3742,31.7498
567.69,17.5,16.5919,nan,nan,106.5392,nan,nan,168.231,54.9792,31.9264
567.8424,17.5,16.5896,nan,nan,107.4974,nan,nan,168.3331,55.5843,32.1029
567.9948,17.5,16.5873,nan,nan,108.4556,nan,nan,168.4351,56.1894,32.2795
568.1472,17.5,16.5849,nan,nan,108.6809,nan,nan,167.3069,56.6073,32.3289
568.2996,17.5,16.5826,nan,nan,108.8803,nan,nan,166.1352,57.0185,32.3739
568.452,17.5,16.5803,nan,nan,109.0796,nan,nan,164.9635,57.4297,32.4188
568.6044,17.5,16.5779,nan,nan,110.9177,nan,nan,165.1536,57.6758,32.4273
568.7568,17.5,16.5756,nan,nan,113.5091,nan,nan,165.9698,57.846,32.419
568.9092,17.5,16.5733,nan,nan,116.1005,nan,nan,166.786,58.0162,32.4107
569.0616,17.5,16.5709,nan,nan,119.6324,nan,nan,168.2265,58.1363,32.4272
569.214,17.5,16.5686,nan,nan,124.5506,nan,nan,170.5872,58.1828,32.4802
569.3664,17.5,16.5663,nan,nan,129.4688,nan,nan,172.948,58.2292,32.5333
569.5188,17.5,16.5639,nan,nan,133.0133,nan,nan,175.1324,58.2716,32.5814
569.6712,17.5,16.5616,nan,nan,126.7966,nan,nan,176.0639,58.2858,32.5945
569.8236,17.5,16.5593,nan,nan,120.5799,nan,nan,176.9955,58.2999,32.6075
569.976,17.5,16.557,nan,nan,114.3632,nan,nan,177.9271,58.314,32.6205
570.1284,17.5,16.5787,nan,nan,118.0605,nan,nan,176.2963,58.344,32.6399
570.2808,17.5,16.605,nan,nan,123.6108,nan,nan,174.1866,58.3769,32.6604
570.4332,17.5,16.6313,nan,nan,129.1612,nan,nan,172.0768,58.4099,32.6809
570.5856,17.5,16.6454,nan,nan,133.3022,nan,nan,168.1451,58.4024,32.685
570.738,17.5,16.6501,nan,nan,136.3435,nan,nan,162.7916,58.3634,32.6763
570.8904,17.5,16.6548,nan,nan,139.3847,nan,nan,157.4382,58.3244,32.6675
571.0428,17.5,16.6595,nan,nan,141.0932,nan,nan,152.5277,58.2359,32.6602
571.1952,17.5,16.6642,nan,nan,139.3888,nan,nan,148.7517,58.0206,32.6568
571.3476,17.5,16.6689,nan,nan,137.6844,nan,nan,144.9757,57.8053,32.6534
571.5,17.5,16.6736,nan,nan,135.98,nan,nan,141.1997,57.59,32.65
571.6524,17.5,16.6783,nan,nan,134.2744,nan,nan,139.0073,57.117,32.4647
571.8048,17.5,16.683,nan,nan,132.5687,nan,nan,136.8149,56.6441,32.2794
571.9572,17.5,16.6877,nan,nan,130.8631,nan,nan,134.6225,56.1711,32.0942
572.1096,17.5,16.7114,nan,nan,133.2302,nan,nan,132.9507,55.6733,31.917
572.262,17.5,16.7425,nan,nan,137.1877,nan,nan,131.4821,55.1659,31.7431
572.4144,17.5,16.7736,nan,nan,141.1453,nan,nan,130.0136,54.6585,31.5691
572.5668,17.5,16.808,nan,nan,143.8145,nan,nan,128.3802,54.1709,31.3596
572.7192,17.5,16.8465,nan,nan,144.8329,nan,nan,126.5353,53.7089,31.1048
572.8716,17.5,16.8851,nan,nan,145.8513,nan,nan,124.6905,53.2469,30.8499
573.024,17.5,16.9236,nan,nan,146.8575,nan,nan,122.6246,52.7957,30.5932
573.1764,17.5,16.9621,nan,nan,147.7982,nan,nan,119.3763,52.4022,30.3264
573.3288,17.5,17.0007,nan,nan,148.7389,nan,nan,116.1281,52.0087,30.0597
573.4812,17.5,17.0392,nan,nan,149.6796,nan,nan,112.8798,51.6152,29.793
573.6336,17.5,17.0403,nan,nan,151.9776,nan,nan,111.5227,51.3578,29.6449
573.786,17.5,17.0361,nan,nan,154.4667,nan,nan,110.4318,51.1196,29.5136
573.9384,17.5,17.032,nan,nan,156.9557,nan,nan,109.3409,50.8814,29.3822
574.0908,17.5,16.9938,nan,nan,154.3408,nan,nan,107.0527,50.6748,29.1369
574.2432,17.5,16.9326,nan,nan,148.2632,nan,nan,103.9524,50.4896,28.8144
574.3956,17.5,16.8714,nan,nan,142.1855,nan,nan,100.8521,50.3044,28.4918
574.548,17.5,16.8102,nan,nan,138.9091,nan,nan,98.1922,49.9986,28.1392
574.7004,17.5,16.749,nan,nan,141.7251,nan,nan,96.4902,49.4304,27.7213
574.8528,17.5,16.6878,nan,nan,144.5412,nan,nan,94.7882,48.8623,27.3034
575.0052,17.5,16.6275,nan,nan,147.3335,nan,nan,93.0639,48.2893,26.9007
575.1576,17.5,16.5948,nan,nan,149.4536,nan,nan,90.7104,47.5802,26.9283
575.31,17.5,16.5621,nan,nan,151.5736,nan,nan,88.3569,46.8711,26.9558
575.4624,17.5,16.5294,nan,nan,153.6937,nan,nan,86.0034,46.162,26.9834
575.6148,17.5,16.5304,nan,nan,151.5922,nan,nan,83.7116,45.5296,26.7664
575.7672,17.5,16.5426,nan,nan,148.1081,nan,nan,81.44,44.9223,26.4693
575.9196,17.5,16.5547,nan,nan,144.6239,nan,nan,79.1684,44.3149,26.1723
576.072,17.5,16.5669,nan,nan,142.5463,nan,nan,77.179,43.7574,25.9226
576.2244,17.5,16.579,nan,nan,142.0393,nan,nan,75.505,43.2556,25.7258
576.3768,17.5,16.5911,nan,nan,141.5323,nan,nan,73.8309,42.7537,25.5291
576.5292,17.5,16.6033,nan,nan,141.1391,nan,nan,72.2334,42.2846,25.3657
576.6816,17.5,16.6154,nan,nan,141.2257,nan,nan,70.9592,41.9537,25.3431
576.834,17.5,16.6276,nan,nan,141.3123,nan,nan,69.6851,41.6227,25.3205
576.9864,17.5,16.6397,nan,nan,141.3989,nan,nan,68.4109,41.2918,25.2979
577.1388,17.5,16.6519,nan,nan,145.2159,nan,nan,67.7283,41.0234,25.0007
577.2912,17.5,16.664,nan,nan,149.3984,nan,nan,67.1037,40.7612,24.6766
577.4436,17.5,16.6761,nan,nan,153.581,nan,nan,66.479,40.4989,24.3526
577.596,17.5,16.6883,nan,nan,152.7226,nan,nan,66.8282,40.362,24.1054
577.7484,17.5,16.7004,nan,nan,148.9027,nan,nan,67.7496,40.2988,23.9034
577.9008,17.5,16.7126,nan,nan,145.0828,nan,nan,68.6709,40.2355,23.7014
578.0532,17.5,16.7247,nan,nan,141.9597,nan,nan,69.1844,40.1252,23.5072
578.2056,17.5,16.7368,nan,nan,140.136,nan,nan,68.9374,39.9269,23.3274
578.358,17.5,16.749,nan,nan,138.3123,nan,nan,68.6903,39.7286,23.1477
578.5104,17.5,16.7608,nan,nan,136.4957,nan,nan,68.3227,39.5233,22.9666
578.6628,17.5,16.7685,nan,nan,134.7771,nan,nan,66.3075,39.2234,22.7677
578.8152,17.5,16.7761,nan,nan,133.0585,nan,nan,64.2923,38.9236,22.5687
578.9676,17.5,16.7838,nan,nan,131.3398,nan,nan,62.2771,38.6237,22.3698
579.12,17.5,16.7854,nan,nan,132.3763,nan,nan,61.6591,38.5647,22.2993
579.2724,17.5,16.7854,nan,nan,134.1566,nan,nan,61.4185,38.5707,22.2634
579.4248,17.5,16.7854,nan,nan,135.937,nan,nan,61.1778,38.5767,22.2276
579.5772,17.5,16.7854,nan,nan,137.6281,nan,nan,61.2054,38.6806,22.25
579.7296,17.5,16.7854,nan,nan,139.2324,nan,nan,61.4942,38.8799,22.329
579.882,17.5,16.7854,nan,nan,140.8368,nan,nan,61.7831,39.0792,22.4081
580.0344,17.5,16.7854,nan,nan,141.9841,nan,nan,62.5948,39.3603,22.5634
580.1868,17.5,16.7854,nan,nan,141.5638,nan,nan,65.2003,39.922,22.9806
580.3392,17.5,16.7854,nan,nan,141.1435,nan,nan,67.8057,40.4837,23.3979
580.4916,17.5,16.7854,nan,nan,140.7233,nan,nan,70.4112,41.0454,23.8151
580.644,17.5,16.7854,nan,nan,137.4443,nan,nan,73.9701,41.5714,24.2912
580.7964,17.5,16.7854,nan,nan,133.9987,nan,nan,77.5846,42.0952,24.7707
580.9488,17.5,16.7854,nan,nan,130.553,nan,nan,81.1991,42.6191,25.2502
581.1012,17.5,16.7854,nan,nan,129.3875,nan,nan,85.8218,43.2278,25.7402
581.2536,17.5,16.7854,nan,nan,129.3755,nan,nan,90.9547,43.8794,26.2354
581.406,17.5,16.7854,nan,nan,129.3636,nan,nan,96.0875,44.5311,26.7306
581.5584,17.5,16.7854,nan,nan,129.1554,nan,nan,99.4061,45.1662,27.1062
581.7108,17.5,16.7854,nan,nan,128.6312,nan,nan,99.8042,45.7748,27.2893
581.8632,17.5,16.7854,nan,nan,128.107,nan,nan,100.2024,46.3833,27.4725
582.0156,17.5,16.7855,nan,nan,127.7468,nan,nan,100.5585,46.9861,27.6671
582.168,17.5,16.7863,nan,nan,128.8241,nan,nan,100.5464,47.5377,27.9624
582.3204,17.5,16.787,nan,nan,129.9014,nan,nan,100.5342,48.0894,28.2576
582.4728,17.5,16.7878,nan,nan,130.9787,nan,nan,100.522,48.6411,28.5529
582.6252,17.5,16.785,nan,nan,130.2234,nan,nan,100.5025,48.8974,28.7451
582.7776,17.5,16.7815,nan,nan,129.07,nan,nan,100.4815,49.0896,28.9149
582.93,17.5,16.778,nan,nan,127.9165,nan,nan,100.4604,49.2817,29.0847
583.0824,17.5,16.7712,nan,nan,128.8337,nan,nan,100.4687,49.3717,29.1536
583.2348,17.5,16.7618,nan,nan,131.5099,nan,nan,100.502,49.3749,29.1369
583.3872,17.5,16.7524,nan,nan,134.1862,nan,nan,100.5352,49.378,29.1201
583.5396,17.5,16.743,nan,nan,136.1819,nan,nan,100.4852,49.3738,29.1093
583.692,17.5,16.7336,nan,nan,136.2395,nan,nan,100.1983,49.3487,29.1156
583.8444,17.5,16.7242,nan,nan,136.297,nan,nan,99.9113,49.3235,29.122
583.9968,17.5,16.7148,nan,nan,136.3545,nan,nan,99.6244,49.2984,29.1283
584.1492,17.5,16.7077,nan,nan,141.5954,nan,nan,97.1699,49.1473,29.0903
584.3016,17.5,16.7006,nan,nan,146.9473,nan,nan,94.669,48.9935,29.0513
584.454,17.5,16.6936,nan,nan,152.2993,nan,nan,92.1681,48.8397,29.0123
584.6064,17.5,16.7029,nan,nan,154.4104,nan,nan,91.8652,48.5477,28.63
584.7588,17.5,16.7192,nan,nan,155.1203,nan,nan,92.5125,48.196,28.0992
584.9112,17.5,16.7356,nan,nan,155.8303,nan,nan,93.1599,47.8442,27.5685
585.0636,17.5,16.7519,nan,nan,155.7706,nan,nan,93.844,47.5056,27.0759
585.216,17.5,16.7683,nan,nan,154.6364,nan,nan,94.5794,47.1854,26.6365
585.3684,17.5,16.7847,nan,nan,153.5022,nan,nan,95.3149,46.8651,26.1972
585.5208,17.5,16.8011,nan,nan,153.0573,nan,nan,95.5986,46.5284,25.8058
585.6732,17.5,16.8185,nan,nan,156.9741,nan,nan,93.0242,46.087,25.7181
585.8256,17.5,16.8358,nan,nan,160.8909,nan,nan,90.4498,45.6456,25.6303
585.978,17.5,16.8531,nan,nan,164.8077,nan,nan,87.8755,45.2043,25.5426
586.1304,17.5,16.8885,nan,nan,164.2231,nan,nan,84.3892,44.6164,25.4806
586.2828,17.5,16.9269,nan,nan,162.8791,nan,nan,80.7491,44.0039,25.423
586.4352,17.5,16.9654,nan,nan,161.535,nan,nan,77.109,43.3913,25.3654
586.5876,17.5,17.0038,nan,nan,159.1154,nan,nan,74.1947,42.8007,25.2709
586.74,17.5,17.0422,nan,nan,155.9,nan,nan,71.8173,42.2263,25.149
586.8924,17.5,17.0806,nan,nan,152.6846,nan,nan,69.4398,41.6519,25.0271
587.0448,17.5,17.111,nan,nan,150.7212,nan,nan,67.5225,41.128,24.9684
587.1972,17.5,17.1221,nan,nan,151.7646,nan,nan,66.7102,40.7254,25.0613
587.3496,17.5,17.1331,nan,nan,152.808,nan,nan,65.8979,40.3228,25.1541
587.502,17.5,17.1442,nan,nan,153.8199,nan,nan,65.0828,39.9192,25.241
587.6544,17.5,17.1526,nan,nan,152.4637,nan,nan,64.0555,39.444,24.8738
587.8068,17.5,17.1609,nan,nan,151.1076,nan,nan,63.0281,38.9687,24.5066
587.9592,17.5,17.1693,nan,nan,149.7515,nan,nan,62.0008,38.4935,24.1395
588.1116,17.5,17.1777,nan,nan,150.8272,nan,nan,61.6385,38.1226,23.5056
588.264,17.5,17.1861,nan,nan,152.7919,nan,nan,61.5195,37.7897,22.7741
588.4164,17.5,17.1944,nan,nan,154.7567,nan,nan,61.4004,37.4569,22.0427
588.5688,17.5,17.2028,nan,nan,154.8408,nan,nan,61.1608,37.1233,21.4767
588.7212,17.5,17.2112,nan,nan,152.6398,nan,nan,60.7747,36.7886,21.1117
588.8736,17.5,17.2196,nan,nan,150.4387,nan,nan,60.3886,36.4539,20.7467
589.026,17.5,17.2279,nan,nan,148.6135,nan,nan,59.9344,36.1245,20.4487
589.1784,17.5,17.2363,nan,nan,148.6154,nan,nan,59.1493,35.8209,20.4759
589.3308,17.5,17.2447,nan,nan,148.6173,nan,nan,58.3642,35.5173,20.503
589.4832,17.5,17.2531,nan,nan,148.6192,nan,nan,57.5791,35.2138,20.5302
589.6356,17.5,17.2507,nan,nan,148.2468,nan,nan,56.7032,34.8405,20.2984
589.788,17.5,17.2469,nan,nan,147.828,nan,nan,55.8161,34.4586,20.0345
589.9404,17.5,17.2432,nan,nan,147.4093,nan,nan,54.929,34.0768,19.7706
590.0928,17.5,17.2294,nan,nan,147.5497,nan,nan,53.548,33.7185,19.6313
590.2452,17.5,17.2092,nan,nan,148.0493,nan,nan,51.8498,33.3753,19.572
590.3976,17.5,17.189,nan,nan,148.5488,nan,nan,50.1517,33.0321,19.5127
590.55,17.5,17.1688,nan,nan,149.0903,nan,nan,49.0509,32.7104,19.4708
590.7024,17.5,17.1485,nan,nan,149.7177,nan,nan,49.1735,32.4326,19.4644
590.8548,17.5,17.1283,nan,nan,150.345,nan,nan,49.2961,32.1549,19.458
591.0072,17.5,17.1081,nan,nan,150.9125,nan,nan,49.3886,31.8849,19.4184
591.1596,17.5,17.0879,nan,nan,150.2716,nan,nan,48.8738,31.7689,18.7099
591.312,17.5,17.0677,nan,nan,149.6307,nan,nan,48.3591,31.653,18.0014
591.4644,17.5,17.0475,nan,nan,148.9898,nan,nan,47.8443,31.537,17.2929
591.6168,17.5,17.02,nan,nan,146.2892,nan,nan,47.4087,31.4817,16.5281
591.7692,17.5,16.9903,nan,nan,142.9609,nan,nan,46.9971,31.4447,15.7461
591.9216,17.5,16.9606,nan,nan,139.6326,nan,nan,46.5856,31.4078,14.9641
592.074,17.5,16.9295,nan,nan,135.8988,nan,nan,46.4942,31.3606,14.4091
592.2264,17.5,16.8968,nan,nan,131.7354,nan,nan,46.742,31.3025,14.0946
592.3788,17.5,16.8642,nan,nan,127.572,nan,nan,46.9897,31.2444,13.7801
592.5312,17.5,16.8316,nan,nan,124.8919,nan,nan,47.2075,31.1878,13.4961
592.6836,17.5,16.799,nan,nan,127.9738,nan,nan,47.3089,31.1375,13.3311
592.836,17.5,16.7664,nan,nan,131.0557,nan,nan,47.4102,31.0872,13.1661
592.9884,17.5,16.7338,nan,nan,134.1376,nan,nan,47.5115,31.037,13.0011
593.1408,17.5,16.7003,nan,nan,130.3501,nan,nan,47.0195,30.665,12.9749
593.2932,17.5,16.6668,nan,nan,125.9967,nan,nan,46.4785,30.2665,12.9601
593.4456,17.5,16.6332,nan,nan,121.6432,nan,nan,45.9376,29.868,12.9453
593.598,17.5,16.5946,nan,nan,120.5654,nan,nan,44.9431,29.3723,12.9302
593.7504,17.5,16.5531,nan,nan,121.306,nan,nan,43.6968,28.8225,12.9149
593.9028,17.5,16.5117,nan,nan,122.0466,nan,nan,42.4505,28.2727,12.8996
594.0552,17.5,16.4758,nan,nan,123.1479,nan,nan,41.2808,27.8017,12.7893
594.2076,17.5,16.45,nan,nan,124.8845,nan,nan,40.246,27.4695,12.5116
594.36,17.5,16.4241,nan,nan,126.621,nan,nan,39.2111,27.1372,12.2339
594.5124,17.5,16.4024,nan,nan,128.0966,nan,nan,38.2264,26.8075,11.9712
594.6648,17.5,16.4274,nan,nan,126.6255,nan,nan,37.8075,26.507,11.8783
594.8172,17.5,16.4524,nan,nan,125.1544,nan,nan,37.3886,26.2065,11.7854
594.9696,17.5,16.4774,nan,nan,123.6833,nan,nan,36.9696,25.906,11.6925
595.122,17.5,16.5023,nan,nan,123.8317,nan,nan,36.6656,25.6927,11.7928
595.2744,17.5,16.5273,nan,nan,124.3836,nan,nan,36.3901,25.5011,11.9412
595.4268,17.5,16.5523,nan,nan,124.9355,nan,nan,36.1146,25.3095,12.0896
595.5792,17.5,16.5773,nan,nan,123.1338,nan,nan,35.9772,25.1707,12.213
595.7316,17.5,16.6022,nan,nan,119.1569,nan,nan,35.9675,25.0806,12.3133
595.884,17.5,16.6272,nan,nan,115.1799,nan,nan,35.9578,24.9905,12.4136
596.0364,17.5,16.6522,nan,nan,112.4739,nan,nan,35.9589,24.907,12.5595
596.1888,17.5,16.6772,nan,nan,113.8179,nan,nan,35.9946,24.8447,12.8507
596.3412,17.5,16.7022,nan,nan,115.1619,nan,nan,36.0303,24.7824,13.1419
596.4936,17.5,16.7271,nan,nan,116.506,nan,nan,36.0659,24.7201,13.4331
596.646,17.5,16.7521,nan,nan,118.2769,nan,nan,35.9793,24.6735,13.482
596.7984,17.5,16.7771,nan,nan,120.0665,nan,nan,35.8874,24.6277,13.5203
596.9508,17.5,16.8021,nan,nan,121.8562,nan,nan,35.7954,24.5819,13.5586
597.1032,17.5,16.827,nan,nan,122.6606,nan,nan,35.6071,24.5102,13.5866
597.2556,17.5,16.852,nan,nan,122.9954,nan,nan,35.3729,24.4262,13.6097
597.408,17.5,16.877,nan,nan,123.3301,nan,nan,35.1387,24.3422,13.6328
597.5604,17.5,16.8826,nan,nan,123.6851,nan,nan,34.9831,24.2609,13.649
597.7128,17.5,16.8589,nan,nan,124.0708,nan,nan,34.9473,24.1836,13.6548
597.8652,17.5,16.8351,nan,nan,124.4566,nan,nan,34.9115,24.1064,13.6606
598.0176,17.5,16.8118,nan,nan,125.0489,nan,nan,34.8739,24.0237,13.6171
598.17,17.5,16.7921,nan,nan,127.2234,nan,nan,34.8222,23.8994,13.1965
598.3224,17.5,16.7725,nan,nan,129.398,nan,nan,34.7706,23.7751,12.7759
598.4748,17.5,16.7528,nan,nan,131.5726,nan,nan,34.7189,23.6508,12.3552
598.6272,17.5,16.7332,nan,nan,133.1953,nan,nan,34.2684,23.4458,11.9182
598.7796,17.5,16.7135,nan,nan,134.7087,nan,nan,33.7388,23.2248,11.478
598.932,17.5,16.6939,nan,nan,136.2221,nan,nan,33.2093,23.0038,11.0377
599.0844,17.5,16.6742,nan,nan,133.4918,nan,nan,32.6102,22.7978,11.0341
599.2368,17.5,16.6546,nan,nan,127.3423,nan,nan,31.9551,22.604,11.3822
599.3892,17.5,16.6349,nan,nan,121.1929,nan,nan,31.3,22.4101,11.7304
599.5416,17.5,16.6153,nan,nan,118.5053,nan,nan,30.7699,22.2183,11.9657
599.694,17.5,16.5956,nan,nan,125.0381,nan,nan,30.5727,22.0321,11.9005
599.8464,17.5,16.576,nan,nan,131.571,nan,nan,30.3754,21.8459,11.8354
599.9988,17.5,16.5563,nan,nan,138.1039,nan,nan,30.1782,21.6597,11.7702
600.1512,17.5,16.5256,nan,nan,140.3603,nan,nan,29.8108,21.4863,11.9036
600.3036,17.5,16.4949,nan,nan,142.5828,nan,nan,29.4421,21.3129,12.0385
600.456,17.5,16.4641,nan,nan,144.8053,nan,nan,29.0733,21.1396,12.1735
600.6084,17.5,16.4299,nan,nan,143.2451,nan,nan,28.8938,20.9847,12.0349
600.7608,17.5,16.3943,nan,nan,140.1494,nan,nan,28.7911,20.8374,11.7852
600.9132,17.5,16.3588,nan,nan,137.0538,nan,nan,28.6884,20.69,11.5356
601.0656,17.5,16.3404,nan,nan,137.6063,nan,nan,28.6247,20.5568,11.3428
601.218,17.5,16.3449,nan,nan,142.986,nan,nan,28.6125,20.4423,11.2254
601.3704,17.5,16.3494,nan,nan,148.3656,nan,nan,28.6003,20.3278,11.1079
601.5228,17.5,16.3711,nan,nan,152.4729,nan,nan,28.574,20.2281,11.0281
601.6752,17.5,16.4902,nan,nan,149.3478,nan,nan,28.4671,20.2128,11.1619
601.8276,17.5,16.6092,nan,nan,146.2228,nan,nan,28.3602,20.1974,11.2957
601.98,17.5,16.7283,nan,nan,143.0977,nan,nan,28.2533,20.182,11.4296
602.1324,17.5,16.8112,nan,nan,141.4701,nan,nan,27.8581,20.165,11.7709
602.2848,17.5,16.8887,nan,nan,140.0686,nan,nan,27.4194,20.1478,12.1436
602.4372,17.5,16.9662,nan,nan,138.6672,nan,nan,26.9806,20.1306,12.5163
602.5896,17.5,17.0114,nan,nan,137.444,nan,nan,26.5537,20.0476,12.6123
602.742,17.5,17.0339,nan,nan,136.3458,nan,nan,26.1352,19.9185,12.5143
602.8944,17.5,17.0564,nan,nan,135.2476,nan,nan,25.7167,19.7894,12.4164
603.0468,17.5,17.0788,nan,nan,133.8215,nan,nan,25.3218,19.6469,12.3532
603.1992,17.5,17.1013,nan,nan,131.6553,nan,nan,24.9803,19.4745,12.3687
603.3516,17.5,17.1238,nan,nan,129.489,nan,nan,24.6388,19.3021,12.3841
603.504,17.5,17.1462,nan,nan,127.3549,nan,nan,24.301,19.1289,12.3988
603.6564,17.5,17.1651,nan,nan,126.4109,nan,nan,24.1,18.9277,12.386
603.8088,17.5,17.1841,nan,nan,125.467,nan,nan,23.899,18.7266,12.3733
603.9612,17.5,17.203,nan,nan,124.523,nan,nan,23.6981,18.5255,12.3605
604.1136,17.5,17.1906,nan,nan,124.4411,nan,nan,23.5996,18.3897,12.3189
604.266,17.5,17.1675,nan,nan,124.6536,nan,nan,23.5361,18.2761,12.2675
604.4184,17.5,17.1444,nan,nan,124.8661,nan,nan,23.4726,18.1626,12.2161
604.5708,17.5,17.1213,nan,nan,125.4985,nan,nan,23.4051,18.0732,12.1756
604.7232,17.5,17.0982,nan,nan,126.6149,nan,nan,23.333,18.0117,12.1478
604.8756,17.5,17.075,nan,nan,127.7313,nan,nan,23.2609,17.9502,12.12
605.028,17.5,17.0519,nan,nan,128.5917,nan,nan,23.1985,17.8955,12.092
605.1804,17.5,17.0288,nan,nan,128.3148,nan,nan,23.1789,17.8711,12.0633
605.3328,17.5,17.0057,nan,nan,128.0379,nan,nan,23.1594,17.8467,12.0346
605.4852,17.5,16.9826,nan,nan,127.761,nan,nan,23.1399,17.8223,12.0059
605.6376,17.5,16.9906,nan,nan,127.6523,nan,nan,23.1351,17.82,11.9875
605.79,17.5,17.0021,nan,nan,127.5616,nan,nan,23.1319,17.82,11.9703
605.9424,17.5,17.0135,nan,nan,127.471,nan,nan,23.1287,17.82,11.9531
606.0948,17.5,17.033,nan,nan,127.2638,nan,nan,23.1223,17.8225,12.0043
606.2472,17.5,17.0576,nan,nan,126.9859,nan,nan,23.1139,17.8267,12.097
606.3996,17.5,17.0821,nan,nan,126.7079,nan,nan,23.1055,17.8309,12.1898
606.552,17.5,17.1066,nan,nan,125.7964,nan,nan,23.0143,17.8282,12.2689
606.7044,17.5,17.1312,nan,nan,123.6617,nan,nan,22.7631,17.8122,12.3216
606.8568,17.5,17.1557,nan,nan,121.5269,nan,nan,22.512,17.7962,12.3744
